men,female
"['Million', 'Himself', 'Gospel', '34', 'Sardar', 'Returns', 'Paid', 'Greed', 'Fund', 'Biglari']","['makeup', 'FALive', 'giveaway', 'Lottie', 'caring', 'fave', 'EVERYDAYDAYILOVEYOU', 'asleep', 'Hii', 'church']"
